log_file,model,tier,backend,gpu_config,run_1_decode_tok_s,run_1_prompt_tok_s,run_1_ttft_s,run_2_decode_tok_s,run_2_prompt_tok_s,run_2_ttft_s,decode_tok_s,prompt_tok_s,ttft_s,bw_gb_s,bw_pct,gpu0_gib,gpu1_gib,avg_watts,peak_watts
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,dual_21,66.5,2727.0,0.75,67.1,120.0,0.03,66.8,1423.0,0.39,379.7,56.5,6.2,3.2,82.3,93.4
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,dual_tensor,103.0,1777.0,1.14,102.8,95.0,0.04,102.9,936.0,0.59,584.4,43.5,5.5,3.5,124.4,135.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,ollama,auto,66.2,10009.0,0.4,65.9,9940.0,0.41,66.0,9974.0,0.4,375.2,55.8,8.5,0.3,5.0,5.3
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,single0,68.0,2802.0,1.44,67.9,2745.0,0.75,67.9,2774.0,1.09,385.9,57.4,8.2,0.3,6.1,21.4
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,single1,67.2,2759.0,1.46,67.1,2688.0,0.76,67.1,2724.0,1.11,381.4,56.8,2.4,6.0,154.9,164.1
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,dual,66.4,2787.0,1.45,66.4,2757.0,0.74,66.4,2772.0,1.1,377.0,56.1,5.4,3.9,99.0,119.9
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,dual_21,66.3,2798.0,1.44,65.4,2760.0,0.74,65.8,2779.0,1.09,374.0,55.7,6.2,3.2,82.2,102.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,dual_tensor,99.9,1810.0,2.23,101.4,1806.0,1.13,100.6,1808.0,1.68,571.5,42.5,5.8,3.5,119.3,135.9
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,ollama,auto,67.2,4050.0,0.04,67.6,5457.0,0.03,67.4,4753.0,0.03,382.9,57.0,8.7,0.3,5.0,5.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,single0,69.3,1446.0,0.11,69.8,150.0,0.03,69.6,798.0,0.07,395.2,58.8,8.3,0.3,6.3,21.5
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,single1,68.6,1242.0,0.12,68.5,93.0,0.04,68.5,667.0,0.08,389.3,57.9,2.5,6.0,152.1,161.0
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,dual,67.9,1306.0,0.12,67.8,114.0,0.04,67.9,710.0,0.08,385.7,57.4,5.5,3.9,98.9,102.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,dual_21,67.5,1334.0,0.11,67.4,124.0,0.03,67.5,729.0,0.07,383.2,57.0,6.2,3.2,82.7,85.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,dual_tensor,102.6,904.0,0.17,102.8,97.0,0.04,102.7,501.0,0.1,583.4,43.4,5.6,3.4,124.5,133.6
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,ollama,auto,42.7,8581.0,0.06,42.8,8718.0,0.06,42.8,8650.0,0.06,407.4,60.6,7.3,5.6,73.4,82.7
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,single0,44.6,2427.0,0.22,44.7,118.0,0.03,44.6,1273.0,0.13,425.3,63.3,11.3,0.3,5.3,6.1
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,single1,44.5,2299.0,0.23,44.6,82.0,0.05,44.5,1191.0,0.14,424.4,63.2,2.4,9.1,123.2,128.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,dual,44.1,2373.0,0.23,44.2,98.0,0.04,44.1,1235.0,0.13,420.4,62.6,7.0,5.4,81.0,88.0
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,dual_21,43.8,2364.0,0.23,43.5,102.0,0.04,43.7,1233.0,0.13,415.9,61.9,8.2,4.3,66.0,69.0
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,dual_tensor,71.9,1558.0,0.35,72.7,89.0,0.05,72.3,823.0,0.2,688.9,51.3,7.1,5.0,104.8,113.7
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,ollama,auto,42.4,4628.0,0.44,42.3,4760.0,0.43,42.4,4694.0,0.43,403.6,60.1,7.6,5.6,77.4,86.5
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,single0,44.3,3027.0,0.67,44.1,111.0,0.04,44.2,1569.0,0.35,421.2,62.7,11.5,0.3,5.1,7.6
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,single1,44.3,2944.0,0.69,44.3,79.0,0.05,44.3,1512.0,0.37,421.8,62.8,2.8,9.1,126.1,143.2
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,dual,43.8,2953.0,0.69,43.7,97.0,0.04,43.7,1525.0,0.36,416.7,62.0,7.2,5.5,82.1,96.1
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,dual_21,43.3,2951.0,0.69,43.6,102.0,0.04,43.5,1527.0,0.36,414.1,61.6,8.7,4.3,67.7,76.9
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,dual_tensor,72.2,1831.0,1.11,72.4,86.0,0.05,72.3,958.0,0.58,689.0,51.3,7.6,5.0,108.1,115.1
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,ollama,auto,42.7,9719.0,0.42,42.7,8951.0,0.45,42.7,9335.0,0.43,406.8,60.5,7.7,5.6,78.1,83.7
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,single0,43.5,3053.0,1.32,44.2,2994.0,0.68,43.9,3024.0,1.0,418.0,62.2,11.7,0.3,6.4,23.0
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,single1,44.0,3023.0,1.34,44.0,2933.0,0.7,44.0,2978.0,1.02,418.9,62.3,2.7,9.1,127.3,160.5
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,dual,43.4,3050.0,1.32,43.5,2995.0,0.68,43.4,3023.0,1.0,413.9,61.6,7.4,5.5,82.5,107.6
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,dual_21,43.4,3031.0,1.33,43.4,3027.0,0.68,43.4,3029.0,1.0,413.7,61.6,8.5,4.3,68.7,88.7
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,dual_tensor,72.3,1876.0,2.15,72.2,1848.0,1.11,72.3,1862.0,1.63,688.4,51.2,7.4,5.0,108.5,115.4
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,ollama,auto,42.7,2428.0,0.06,43.1,2447.0,0.06,42.9,2438.0,0.06,408.7,60.8,7.7,5.6,77.0,83.7
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,single0,44.8,1455.0,0.1,44.9,125.0,0.03,44.9,790.0,0.07,427.6,63.6,11.7,0.3,5.2,7.7
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,single1,44.6,1315.0,0.12,44.6,83.0,0.05,44.6,699.0,0.08,424.8,63.2,2.9,9.1,124.8,130.0
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,dual,43.8,1376.0,0.11,43.9,98.0,0.04,43.9,737.0,0.08,418.2,62.2,7.7,5.4,81.8,83.5
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,dual_21,43.9,1396.0,0.11,43.7,103.0,0.04,43.8,749.0,0.07,417.2,62.1,8.8,4.3,66.7,69.5
2026-07-04_22-42-56_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,dual_tensor,73.2,959.0,0.16,73.0,94.0,0.04,73.1,527.0,0.1,696.5,51.8,8.0,5.0,109.9,114.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,ollama,auto,22.7,787.0,0.69,22.6,800.0,0.67,22.6,793.0,0.68,380.5,56.6,11.7,9.5,92.2,119.4
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,single0,9.9,371.0,1.45,9.8,16.0,0.25,9.9,193.0,0.85,166.2,24.7,15.7,0.3,4.8,5.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,single1,9.8,238.0,2.27,9.9,13.0,0.31,9.8,125.0,1.29,165.6,24.6,2.6,13.6,66.2,95.7
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,dual,22.9,726.0,0.74,22.9,38.0,0.11,22.9,382.0,0.42,384.4,57.2,11.4,9.5,98.5,113.2
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,dual_21,22.8,742.0,0.73,22.9,44.0,0.09,22.8,393.0,0.41,383.9,57.1,13.8,7.0,73.4,91.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,dual_tensor,37.3,582.0,0.93,37.5,36.0,0.11,37.4,309.0,0.52,628.7,46.8,11.5,9.1,138.6,147.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,ollama,auto,22.5,2966.0,0.69,22.4,2934.0,0.69,22.5,2950.0,0.69,377.6,56.2,11.4,9.5,96.3,101.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,single0,9.7,624.0,3.26,9.7,15.0,0.26,9.7,319.0,1.76,162.5,24.2,15.7,0.3,4.9,22.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,single1,9.5,457.0,4.44,9.7,13.0,0.3,9.6,235.0,2.37,161.3,24.0,2.5,13.6,66.1,156.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,dual,22.7,862.0,2.36,22.7,40.0,0.1,22.7,451.0,1.23,381.1,56.7,11.0,9.6,99.0,170.4
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,dual_21,22.6,854.0,2.38,22.7,43.0,0.09,22.6,449.0,1.24,380.9,56.7,13.5,7.0,73.2,112.9
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,dual_tensor,37.3,668.0,3.04,37.3,37.0,0.11,37.3,353.0,1.57,627.9,46.7,11.0,9.1,141.3,148.7
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,ollama,auto,22.3,5606.0,0.72,22.2,5655.0,0.71,22.3,5631.0,0.72,374.2,55.7,11.1,9.5,95.5,113.7
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,single0,9.2,648.0,6.23,9.1,662.0,3.09,9.2,655.0,4.66,154.4,23.0,15.7,0.3,4.7,5.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,single1,9.4,470.0,8.6,9.4,455.0,4.5,9.4,462.0,6.55,158.0,23.5,2.4,13.6,67.0,161.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,dual,22.4,879.0,4.6,22.5,858.0,2.39,22.4,868.0,3.49,377.3,56.1,11.2,9.6,98.4,168.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,dual_21,22.3,873.0,4.63,22.4,860.0,2.38,22.4,866.0,3.5,376.1,56.0,13.8,7.0,72.6,141.2
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,dual_tensor,37.2,680.0,5.94,37.1,674.0,3.04,37.1,677.0,4.49,624.3,46.5,11.2,9.1,136.9,148.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,ollama,auto,22.6,1156.0,0.13,22.5,1150.0,0.13,22.6,1153.0,0.13,379.6,56.5,10.9,9.5,96.0,101.4
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,single0,9.7,195.0,0.78,9.7,16.0,0.25,9.7,106.0,0.52,163.7,24.4,15.6,0.3,4.7,5.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,single1,9.8,85.0,1.79,9.8,14.0,0.28,9.8,49.0,1.04,164.7,24.5,2.3,13.6,65.7,70.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,dual,22.8,474.0,0.32,22.9,41.0,0.1,22.9,257.0,0.21,384.7,57.3,11.8,9.5,99.2,102.0
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,dual_21,22.8,495.0,0.31,22.9,44.0,0.09,22.8,269.0,0.2,384.1,57.2,13.9,7.0,73.2,78.8
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,dual_tensor,37.7,358.0,0.42,37.8,39.0,0.1,37.8,198.0,0.26,634.9,47.2,11.2,9.1,143.0,148.8
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,ollama,auto,17.6,690.0,0.78,17.5,700.0,0.77,17.5,695.0,0.78,394.9,58.8,13.6,12.0,94.6,120.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,single0,5.0,315.0,1.71,5.0,10.0,0.38,5.0,163.0,1.05,112.9,16.8,15.3,0.3,4.6,5.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,single1,4.9,125.0,4.3,4.9,10.0,0.4,4.9,68.0,2.35,110.8,16.5,2.5,13.4,40.5,86.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,dual,17.6,618.0,0.87,17.7,38.0,0.11,17.6,328.0,0.49,397.1,59.1,13.8,11.9,97.1,101.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,dual_21,17.6,625.0,0.86,17.6,41.0,0.1,17.6,333.0,0.48,396.9,59.1,15.9,8.5,69.8,81.1
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,dual_tensor,30.0,507.0,1.06,30.1,35.0,0.11,30.1,271.0,0.59,677.8,50.4,12.9,11.6,141.1,151.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,ollama,auto,17.4,2494.0,0.81,17.3,2487.0,0.82,17.4,2490.0,0.82,391.6,58.3,13.2,12.0,97.5,115.7
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,single0,4.8,505.0,4.03,4.8,10.0,0.39,4.8,257.0,2.21,108.8,16.2,15.6,0.3,4.4,5.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,single1,4.7,292.0,6.95,4.8,9.0,0.46,4.8,150.0,3.71,107.0,15.9,2.4,13.5,40.5,156.5
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,dual,17.4,716.0,2.84,17.5,38.0,0.11,17.4,377.0,1.47,392.9,58.5,14.0,12.0,98.3,167.1
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,dual_21,17.2,614.0,3.31,17.2,8.0,0.53,17.2,311.0,1.92,387.9,57.7,15.9,8.5,69.1,139.7
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,dual_tensor,30.0,616.0,3.3,30.0,35.0,0.11,30.0,326.0,1.71,676.2,50.3,12.8,11.6,146.0,153.8
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,ollama,auto,17.2,5245.0,0.77,17.3,4887.0,0.83,17.3,5066.0,0.8,389.0,57.9,13.0,12.0,96.9,111.0
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,llamacpp,single0,4.7,499.0,8.08,4.7,532.0,3.85,4.7,515.0,5.97,106.0,15.8,15.6,0.3,4.4,5.4
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,llamacpp,single1,4.6,301.0,13.41,4.6,296.0,6.91,4.6,299.0,10.16,104.2,15.5,2.7,13.5,41.2,166.4
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,llamacpp,dual,17.2,746.0,5.42,17.3,736.0,2.78,17.3,741.0,4.1,388.8,57.9,13.7,12.0,97.2,170.4
