log_file,model,tier,backend,gpu_config,run_1_decode_tok_s,run_1_prompt_tok_s,run_1_ttft_s,run_2_decode_tok_s,run_2_prompt_tok_s,run_2_ttft_s,decode_tok_s,prompt_tok_s,ttft_s,bw_gb_s,bw_pct,gpu0_gib,gpu1_gib,avg_watts,peak_watts
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,llamacpp,dual_21,17.2,737.0,5.48,17.2,740.0,2.77,17.2,739.0,4.12,386.9,57.6,15.9,8.5,69.3,144.0
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,llamacpp,dual_tensor,29.4,628.0,6.43,29.4,637.0,3.21,29.4,633.0,4.82,662.4,49.3,12.5,11.6,140.6,151.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),code,ollama,auto,17.4,965.0,0.16,17.3,967.0,0.16,17.3,966.0,0.16,390.7,58.1,13.1,12.0,97.1,102.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),code,llamacpp,single0,5.0,119.0,1.28,5.0,10.0,0.39,5.0,65.0,0.84,112.5,16.7,15.6,0.3,4.4,5.3
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),code,llamacpp,single1,4.9,42.0,3.65,5.0,9.0,0.43,4.9,25.0,2.04,111.3,16.6,2.3,13.5,40.4,60.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),code,llamacpp,dual,17.6,405.0,0.38,17.6,38.0,0.1,17.6,222.0,0.24,396.3,59.0,13.7,11.9,98.2,101.9
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),code,llamacpp,dual_21,17.0,355.0,0.43,17.4,30.0,0.13,17.2,192.0,0.28,387.4,57.6,15.9,8.5,68.0,72.6
2026-07-04_22-42-56_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),code,llamacpp,dual_tensor,30.1,329.0,0.46,30.2,37.0,0.11,30.2,183.0,0.29,679.1,50.5,12.6,11.6,146.3,152.9
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),chat,ollama,auto,78.7,7641.0,0.07,78.8,7725.0,0.07,78.7,7683.0,0.07,1334.6,198.6,10.3,9.3,65.9,83.1
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),chat,llamacpp,single0,57.4,491.0,1.09,57.7,1229.0,0.43,57.6,860.0,0.76,975.4,145.2,15.0,0.3,5.4,5.6
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),chat,llamacpp,single1,55.3,375.0,1.43,55.8,412.0,1.28,55.5,394.0,1.35,941.2,140.1,1.3,14.0,77.4,86.6
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),chat,llamacpp,dual,85.2,1913.0,0.28,85.4,2788.0,0.19,85.3,2351.0,0.23,1445.4,215.1,10.9,9.5,80.6,89.6
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),chat,llamacpp,dual_21,85.3,2000.0,0.27,85.4,2839.0,0.19,85.3,2419.0,0.23,1446.4,215.2,13.5,6.8,68.1,72.5
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),chat,llamacpp,dual_tensor,95.1,1226.0,0.44,95.9,1543.0,0.34,95.5,1384.0,0.39,1618.5,120.4,10.9,10.1,90.6,102.8
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),rag,ollama,auto,76.5,5029.0,0.4,76.6,5058.0,0.4,76.5,5043.0,0.4,1297.2,193.0,10.4,9.3,74.0,89.5
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),rag,llamacpp,single0,54.5,1326.0,1.51,54.6,40.0,0.03,54.6,683.0,0.77,924.6,137.6,15.1,0.3,5.3,5.5
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),rag,llamacpp,single1,52.2,1067.0,1.87,52.6,36.0,0.03,52.4,552.0,0.95,888.2,132.2,1.7,14.0,85.6,91.1
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),rag,llamacpp,dual,79.1,3025.0,0.66,79.2,51.0,0.02,79.1,1538.0,0.34,1340.9,199.5,11.2,9.6,84.3,98.0
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),rag,llamacpp,dual_21,78.6,3371.0,0.59,78.9,52.0,0.02,78.8,1712.0,0.31,1335.2,198.7,13.8,6.9,70.6,78.3
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),rag,llamacpp,dual_tensor,91.6,1772.0,1.13,92.2,38.0,0.03,91.9,905.0,0.58,1557.5,115.9,11.2,10.2,97.5,104.1
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),longdoc,ollama,auto,76.0,9357.0,0.43,75.9,9678.0,0.41,75.9,9517.0,0.42,1286.7,191.5,10.6,9.3,73.3,87.9
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),longdoc,llamacpp,single0,51.3,1642.0,2.43,51.8,38.0,0.03,51.6,840.0,1.23,873.7,130.0,15.3,0.3,5.1,5.5
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),longdoc,llamacpp,single1,50.2,1140.0,3.5,50.0,36.0,0.03,50.1,588.0,1.76,849.5,126.4,1.6,14.0,87.7,92.7
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),longdoc,llamacpp,dual,72.7,4083.0,0.98,72.7,47.0,0.02,72.7,2065.0,0.5,1232.3,183.4,11.2,9.6,83.7,107.1
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),longdoc,llamacpp,dual_21,72.9,3883.0,1.03,72.9,49.0,0.02,72.9,1966.0,0.52,1235.5,183.9,13.9,6.9,69.8,78.6
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),longdoc,llamacpp,dual_tensor,86.6,1835.0,2.17,87.0,32.0,0.03,86.8,933.0,1.1,1471.2,109.5,11.4,10.2,96.6,105.2
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),code,ollama,auto,82.2,2844.0,0.06,82.0,2905.0,0.06,82.1,2875.0,0.06,1391.5,207.1,10.8,9.2,74.6,84.7
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),code,llamacpp,single0,58.2,220.0,0.73,58.6,576.0,0.27,58.4,398.0,0.5,989.9,147.3,15.4,0.3,5.1,5.4
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),code,llamacpp,single1,55.3,153.0,1.05,55.6,169.0,0.91,55.4,161.0,0.98,939.7,139.8,1.6,14.0,81.8,88.9
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),code,llamacpp,dual,85.7,823.0,0.2,85.8,1491.0,0.1,85.8,1157.0,0.15,1453.6,216.3,11.2,9.5,83.8,87.0
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),code,llamacpp,dual_21,86.1,929.0,0.17,86.1,1567.0,0.1,86.1,1248.0,0.14,1459.5,217.2,13.9,6.8,71.2,73.8
2026-07-04_22-42-56_run-all.log,gemma4-26b-moe-q4  —  Gemma 4 26B A4B IT MoE UD (Q4_K_M),code,llamacpp,dual_tensor,96.9,676.0,0.24,96.9,951.0,0.16,96.9,813.0,0.2,1642.3,122.2,11.2,10.0,96.1,102.8
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),chat,ollama,auto,96.4,10993.0,0.05,95.9,11318.0,0.05,96.1,11156.0,0.05,2128.2,316.7,12.9,11.0,65.3,84.9
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),chat,llamacpp,single0,64.8,252.0,2.14,67.8,93.0,0.04,66.3,172.0,1.09,1467.2,218.3,15.3,0.3,5.1,5.3
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),chat,llamacpp,single1,57.3,106.0,5.07,60.1,57.0,0.07,58.7,82.0,2.57,1298.3,193.2,1.9,13.9,65.2,83.3
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),chat,llamacpp,dual,100.7,1273.0,0.42,101.3,92.0,0.04,101.0,683.0,0.23,2235.4,332.6,12.9,10.9,81.1,88.3
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),chat,llamacpp,dual_21,96.8,1202.0,0.45,100.3,33.0,0.12,98.6,618.0,0.28,2182.1,324.7,15.9,7.4,61.4,70.8
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),chat,llamacpp,dual_tensor,118.4,1444.0,0.37,119.2,59.0,0.07,118.8,751.0,0.22,2629.6,195.7,12.3,11.2,91.5,102.2
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),rag,ollama,auto,94.9,4405.0,0.46,95.7,4679.0,0.43,95.3,4542.0,0.45,2109.7,313.9,12.9,11.0,74.2,86.6
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),rag,llamacpp,single0,63.2,847.0,2.4,64.5,83.0,0.05,63.8,465.0,1.22,1412.5,210.2,15.4,0.3,5.4,5.7
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),rag,llamacpp,single1,60.4,652.0,3.11,59.9,58.0,0.07,60.2,355.0,1.59,1331.4,198.1,1.8,13.9,78.9,85.2
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),rag,llamacpp,dual,99.3,2740.0,0.74,100.3,90.0,0.04,99.8,1415.0,0.39,2209.5,328.8,13.0,10.9,87.0,105.3
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),rag,llamacpp,dual_21,99.4,1029.0,1.97,97.6,36.0,0.11,98.5,532.0,1.04,2179.6,324.3,15.9,7.4,64.1,70.5
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),rag,llamacpp,dual_tensor,120.2,2167.0,0.94,120.5,57.0,0.07,120.4,1112.0,0.5,2664.2,198.2,12.3,11.3,94.2,101.8
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),longdoc,ollama,auto,95.0,9210.0,0.44,95.0,8877.0,0.45,95.0,9044.0,0.45,2102.7,312.9,12.5,11.0,74.3,94.4
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),longdoc,llamacpp,single0,65.9,1071.0,3.77,66.1,1878.0,1.09,66.0,1474.0,2.43,1460.4,217.3,15.0,0.3,5.3,5.5
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),longdoc,llamacpp,single1,61.2,699.0,5.77,61.3,728.0,2.81,61.2,714.0,4.29,1355.3,201.7,1.3,13.9,78.6,97.7
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),longdoc,llamacpp,dual,100.0,2986.0,1.35,100.3,3036.0,0.67,100.2,3011.0,1.01,2217.5,330.0,12.5,10.9,85.8,98.2
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),longdoc,llamacpp,dual_21,99.3,3061.0,1.32,99.4,3077.0,0.67,99.3,3069.0,0.99,2198.9,327.2,15.8,7.4,68.2,80.5
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),longdoc,llamacpp,dual_tensor,119.2,2256.0,1.79,119.3,2241.0,0.91,119.3,2248.0,1.35,2640.2,196.4,12.3,11.3,94.9,102.8
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),code,ollama,auto,97.2,3204.0,0.05,97.3,3202.0,0.05,97.2,3203.0,0.05,2152.5,320.3,12.5,11.0,72.4,85.4
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),code,llamacpp,single0,66.1,121.0,1.25,67.3,98.0,0.04,66.7,110.0,0.65,1476.5,219.7,14.9,0.3,5.2,5.5
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),code,llamacpp,single1,61.3,84.0,1.81,62.5,63.0,0.06,61.9,73.0,0.94,1370.6,204.0,1.3,13.9,78.3,85.0
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),code,llamacpp,dual,102.9,828.0,0.18,102.7,103.0,0.04,102.8,465.0,0.11,2275.5,338.6,12.4,10.9,85.8,90.9
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),code,llamacpp,dual_21,99.8,578.0,0.26,100.2,35.0,0.12,100.0,306.0,0.19,2212.8,329.3,15.8,7.4,65.4,69.7
2026-07-04_22-42-56_run-all.log,qwen3.6-35b-a3b-q4  —  Qwen3.6 35B A3B MoE UD (Q4_K_M),code,llamacpp,dual_tensor,118.9,694.0,0.22,119.0,60.0,0.07,118.9,377.0,0.14,2632.7,195.9,12.2,11.2,92.1,99.8
