log_file,model,tier,backend,gpu_config,run_1_decode_tok_s,run_1_prompt_tok_s,run_1_ttft_s,run_2_decode_tok_s,run_2_prompt_tok_s,run_2_ttft_s,decode_tok_s,prompt_tok_s,ttft_s,bw_gb_s,bw_pct,gpu0_gib,gpu1_gib,avg_watts,peak_watts
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),longdoc,ollama,auto,47.5,7426.0,0.54,47.6,7577.0,0.53,47.5,7501.0,0.53,331.6,49.3,11.3,0.3,4.6,4.7
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),longdoc,llamacpp,single0,44.2,2156.0,1.85,44.1,35.0,0.03,44.2,1095.0,0.94,308.1,45.8,12.4,0.3,5.1,21.0
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),longdoc,llamacpp,single1,43.2,2126.0,1.87,43.2,34.0,0.03,43.2,1080.0,0.95,301.4,44.9,3.3,9.4,136.9,167.0
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),longdoc,llamacpp,dual,42.8,2575.0,1.55,42.8,32.0,0.03,42.8,1304.0,0.79,298.6,44.4,8.3,5.7,88.3,148.8
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),longdoc,llamacpp,dual_21,42.8,2407.0,1.66,42.8,33.0,0.03,42.8,1220.0,0.84,298.3,44.4,9.6,4.4,70.6,97.6
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),code,ollama,auto,50.2,1945.0,0.08,50.2,1942.0,0.08,50.2,1944.0,0.08,350.3,52.1,11.3,0.3,4.6,4.9
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),code,llamacpp,single0,51.5,1178.0,0.14,51.5,1240.0,0.12,51.5,1209.0,0.13,359.2,53.5,12.4,0.3,5.3,21.2
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),code,llamacpp,single1,50.1,1115.0,0.14,50.1,1165.0,0.13,50.1,1140.0,0.14,349.3,52.0,3.3,9.4,135.3,140.6
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),code,llamacpp,dual,49.6,1213.0,0.13,49.6,1306.0,0.12,49.6,1259.0,0.13,346.1,51.5,8.2,5.7,89.2,91.0
2026-07-04_19-54-28_run-all.log,gemma4-12b-qat  —  Gemma 4 12B IT QAT (Q4_0),code,llamacpp,dual_21,49.6,1259.0,0.13,49.6,1362.0,0.11,49.6,1311.0,0.12,345.8,51.5,9.5,4.4,72.2,75.3
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),chat,ollama,auto,67.6,19811.0,0.03,67.0,14428.0,0.04,67.3,17120.0,0.03,382.5,56.9,9.5,0.3,5.0,5.2
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),chat,llamacpp,single0,69.8,2405.0,0.22,69.9,147.0,0.03,69.9,1276.0,0.13,397.0,59.1,9.0,0.3,7.4,21.6
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),chat,llamacpp,single1,68.6,2088.0,0.26,68.5,91.0,0.04,68.6,1090.0,0.15,389.5,58.0,3.1,6.0,148.7,158.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),chat,llamacpp,dual,67.9,2244.0,0.24,67.9,112.0,0.04,67.9,1178.0,0.14,385.6,57.4,6.2,3.9,95.7,101.0
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),chat,llamacpp,dual_21,67.8,2217.0,0.24,67.7,121.0,0.03,67.7,1169.0,0.14,384.8,57.3,6.9,3.2,80.7,84.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),chat,llamacpp,dual_tensor,102.9,1430.0,0.38,103.4,91.0,0.04,103.2,761.0,0.21,586.1,43.6,6.3,3.4,117.0,133.2
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,ollama,auto,67.0,4995.0,0.41,67.0,4919.0,0.41,67.0,4957.0,0.41,380.5,56.6,9.3,0.3,4.9,5.2
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,single0,69.2,2795.0,0.73,69.1,145.0,0.03,69.1,1470.0,0.38,392.7,58.4,8.8,0.3,6.1,21.9
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,single1,67.9,2699.0,0.75,67.8,93.0,0.04,67.8,1396.0,0.4,385.4,57.4,3.1,6.0,154.1,161.4
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,dual,67.2,2716.0,0.75,67.1,114.0,0.04,67.1,1415.0,0.39,381.4,56.8,6.2,3.9,98.7,117.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,dual_21,67.1,2717.0,0.75,67.1,118.0,0.03,67.1,1418.0,0.39,381.2,56.7,6.9,3.2,82.7,87.0
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),rag,llamacpp,dual_tensor,102.2,1774.0,1.15,102.0,92.0,0.04,102.1,933.0,0.59,580.1,43.2,6.3,3.5,123.4,134.2
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,ollama,auto,66.3,10817.0,0.37,66.3,10761.0,0.38,66.3,10789.0,0.37,376.6,56.0,9.3,0.3,5.0,5.3
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,single0,68.5,2827.0,1.43,68.4,2753.0,0.74,68.4,2790.0,1.09,388.6,57.8,8.9,0.3,6.3,21.5
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,single1,67.2,2759.0,1.46,67.2,2682.0,0.76,67.2,2721.0,1.11,381.6,56.8,3.1,6.0,153.4,163.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,dual,66.5,2780.0,1.45,66.4,2753.0,0.74,66.4,2767.0,1.1,377.4,56.2,6.2,3.9,98.3,115.3
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,dual_21,66.5,2781.0,1.45,66.4,2780.0,0.74,66.4,2781.0,1.09,377.4,56.2,6.9,3.2,81.9,98.4
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),longdoc,llamacpp,dual_tensor,102.1,1818.0,2.22,102.1,1806.0,1.13,102.1,1812.0,1.68,579.9,43.1,6.3,3.5,120.2,135.8
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,ollama,auto,67.8,5666.0,0.03,67.4,5589.0,0.03,67.6,5627.0,0.03,383.9,57.1,9.3,0.3,5.2,5.6
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,single0,70.0,1492.0,0.1,69.8,147.0,0.03,69.9,819.0,0.06,397.0,59.1,8.8,0.3,6.5,21.6
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,single1,68.6,1240.0,0.12,68.5,93.0,0.04,68.6,667.0,0.08,389.5,58.0,3.1,6.0,153.2,161.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,dual,67.8,1305.0,0.12,67.6,113.0,0.04,67.7,709.0,0.08,384.7,57.3,6.2,3.9,98.3,102.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,dual_21,67.8,1336.0,0.11,67.8,120.0,0.03,67.8,728.0,0.07,385.2,57.3,6.9,3.2,82.8,85.4
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q4  —  Qwen3.5 9B (Q4_K_M),code,llamacpp,dual_tensor,103.0,902.0,0.17,103.2,97.0,0.04,103.1,500.0,0.1,585.8,43.6,6.3,3.4,126.0,134.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,ollama,auto,43.0,8737.0,0.06,43.0,8753.0,0.06,43.0,8745.0,0.06,409.8,61.0,7.9,5.6,72.2,82.9
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,single0,45.0,2471.0,0.22,44.9,120.0,0.03,45.0,1296.0,0.13,428.7,63.8,11.9,0.3,5.5,10.6
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,single1,44.6,2312.0,0.23,44.6,82.0,0.05,44.6,1197.0,0.14,424.9,63.2,3.1,9.1,122.8,128.3
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,dual,44.2,2372.0,0.23,44.2,95.0,0.04,44.2,1234.0,0.13,420.9,62.6,7.7,5.4,80.6,85.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,dual_21,44.1,2349.0,0.23,44.2,104.0,0.04,44.2,1227.0,0.13,420.7,62.6,8.9,4.3,66.6,70.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),chat,llamacpp,dual_tensor,72.8,1522.0,0.35,72.8,85.0,0.05,72.8,804.0,0.2,693.7,51.6,7.8,5.0,105.7,113.9
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,ollama,auto,43.2,4750.0,0.43,43.1,5068.0,0.4,43.1,4909.0,0.41,411.0,61.2,7.9,5.6,78.8,93.6
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,single0,44.7,3020.0,0.67,44.7,119.0,0.03,44.7,1569.0,0.35,425.8,63.4,12.0,0.3,5.3,9.8
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,single1,44.3,2927.0,0.69,44.3,82.0,0.05,44.3,1504.0,0.37,421.8,62.8,3.1,9.1,126.9,141.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,dual,43.9,2953.0,0.69,43.9,96.0,0.04,43.9,1524.0,0.36,418.3,62.2,7.7,5.5,82.4,93.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,dual_21,43.9,2940.0,0.69,43.9,102.0,0.04,43.9,1521.0,0.37,417.9,62.2,8.9,4.3,68.3,85.1
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),rag,llamacpp,dual_tensor,72.3,1827.0,1.11,72.8,84.0,0.05,72.6,955.0,0.58,691.4,51.4,7.8,5.0,108.8,115.2
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,ollama,auto,42.8,8792.0,0.46,42.8,9061.0,0.45,42.8,8927.0,0.45,408.2,60.7,7.8,5.6,77.6,83.5
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,single0,44.4,3086.0,1.31,44.4,3031.0,0.68,44.4,3058.0,0.99,423.1,63.0,11.8,0.3,5.3,10.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,single1,44.0,3013.0,1.34,44.0,2913.0,0.7,44.0,2963.0,1.02,419.4,62.4,3.0,9.1,127.5,167.2
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,dual,43.7,3061.0,1.32,43.7,3006.0,0.68,43.7,3033.0,1.0,416.0,61.9,7.6,5.5,83.6,112.9
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,dual_21,43.6,3061.0,1.32,43.6,3027.0,0.68,43.6,3044.0,1.0,415.5,61.8,8.8,4.3,69.5,85.9
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),longdoc,llamacpp,dual_tensor,72.2,1870.0,2.16,72.2,1855.0,1.1,72.2,1863.0,1.63,687.9,51.2,7.7,5.0,106.9,115.3
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,ollama,auto,43.2,2459.0,0.06,43.4,2429.0,0.06,43.3,2444.0,0.06,412.7,61.4,7.8,5.6,77.1,83.5
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,single0,45.0,1477.0,0.1,45.0,125.0,0.03,45.0,801.0,0.07,429.0,63.8,11.8,0.3,5.2,6.0
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,single1,44.6,1296.0,0.12,44.6,82.0,0.05,44.6,689.0,0.08,425.1,63.3,3.0,9.1,125.2,129.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,dual,44.2,1361.0,0.11,44.2,99.0,0.04,44.2,730.0,0.08,421.5,62.7,7.6,5.4,81.9,83.7
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,dual_21,44.2,1365.0,0.11,44.2,104.0,0.04,44.2,735.0,0.07,421.1,62.7,8.7,4.3,68.4,70.0
2026-07-04_19-54-28_run-all.log,qwen3.5-9b-q8  —  Qwen3.5 9B (Q8_0),code,llamacpp,dual_tensor,73.4,955.0,0.16,73.4,93.0,0.04,73.4,524.0,0.1,699.6,52.1,7.7,5.0,109.2,114.9
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,ollama,auto,22.8,801.0,0.67,22.7,786.0,0.69,22.7,793.0,0.68,382.5,56.9,11.7,9.5,93.2,101.3
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,single0,10.1,456.0,1.18,10.1,16.0,0.24,10.1,236.0,0.71,169.3,25.2,15.3,0.3,4.7,5.6
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,single1,10.0,236.0,2.29,9.9,14.0,0.29,9.9,125.0,1.29,167.3,24.9,2.0,13.6,66.7,109.8
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,dual,23.0,745.0,0.72,23.0,40.0,0.1,23.0,393.0,0.41,386.5,57.5,10.8,9.5,98.5,104.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,dual_21,23.0,753.0,0.72,23.0,44.0,0.09,23.0,398.0,0.4,386.3,57.5,13.3,7.0,73.1,89.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),chat,llamacpp,dual_tensor,37.7,579.0,0.93,37.7,34.0,0.12,37.7,306.0,0.53,633.5,47.1,10.9,9.1,139.0,146.7
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,ollama,auto,22.6,2922.0,0.7,22.6,2876.0,0.71,22.6,2899.0,0.7,379.5,56.5,10.8,9.5,96.5,115.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,single0,9.8,604.0,3.37,9.8,14.0,0.29,9.8,309.0,1.83,164.8,24.5,15.3,0.3,4.7,5.8
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,single1,9.8,457.0,4.45,9.8,14.0,0.29,9.8,235.0,2.37,165.4,24.6,2.0,13.6,67.6,157.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,dual,22.8,868.0,2.34,22.8,41.0,0.1,22.8,454.0,1.22,383.1,57.0,10.8,9.6,99.8,163.0
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,dual_21,22.8,853.0,2.38,22.8,44.0,0.09,22.8,449.0,1.24,383.1,57.0,13.3,7.0,73.9,129.6
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),rag,llamacpp,dual_tensor,37.6,667.0,3.04,37.6,37.0,0.11,37.6,352.0,1.58,632.2,47.0,10.9,9.1,141.4,148.6
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,ollama,auto,22.4,5835.0,0.69,22.4,5740.0,0.7,22.4,5787.0,0.7,376.1,56.0,10.8,9.5,96.1,117.1
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,single0,9.6,641.0,6.3,9.6,671.0,3.05,9.6,656.0,4.67,161.3,24.0,15.3,0.3,4.6,5.6
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,single1,9.5,472.0,8.56,9.5,461.0,4.45,9.5,466.0,6.5,160.2,23.8,1.9,13.6,68.1,164.0
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,dual,22.6,882.0,4.58,22.6,869.0,2.36,22.6,875.0,3.47,379.9,56.5,10.7,9.6,99.0,166.5
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,dual_21,22.6,879.0,4.59,22.6,858.0,2.39,22.6,869.0,3.49,379.6,56.5,13.3,7.0,73.1,141.5
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),longdoc,llamacpp,dual_tensor,37.2,680.0,5.93,37.2,673.0,3.04,37.2,677.0,4.49,624.9,46.5,10.8,9.1,136.5,148.0
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,ollama,auto,22.7,1154.0,0.13,22.7,1156.0,0.13,22.7,1155.0,0.13,382.0,56.8,10.7,9.5,96.4,101.7
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,single0,9.9,188.0,0.81,9.9,14.0,0.29,9.9,101.0,0.55,166.2,24.7,15.3,0.3,4.6,5.7
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,single1,9.9,85.0,1.79,9.8,14.0,0.28,9.9,50.0,1.03,165.7,24.7,1.9,13.6,65.9,77.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,dual,23.0,488.0,0.31,23.0,41.0,0.1,23.0,264.0,0.2,386.1,57.5,10.7,9.5,99.6,101.8
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,dual_21,23.0,499.0,0.3,23.0,45.0,0.09,23.0,272.0,0.2,386.2,57.5,13.2,7.0,73.8,76.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q4  —  Qwen3.6 27B (Q4_K_M),code,llamacpp,dual_tensor,37.9,378.0,0.4,37.9,38.0,0.11,37.9,208.0,0.25,637.0,47.4,10.8,9.1,143.8,148.3
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,ollama,auto,17.6,711.0,0.76,17.6,699.0,0.77,17.6,705.0,0.76,396.0,58.9,13.3,12.0,94.5,108.5
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,single0,5.0,317.0,1.7,5.1,10.0,0.4,5.0,163.0,1.05,113.6,16.9,15.1,0.3,4.5,5.5
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,single1,5.0,127.0,4.26,5.0,9.0,0.42,5.0,68.0,2.34,112.9,16.8,1.9,13.4,40.9,95.1
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,dual,17.7,639.0,0.84,17.7,38.0,0.1,17.7,339.0,0.47,399.2,59.4,13.3,11.9,97.9,102.8
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,dual_21,17.7,471.0,1.14,17.7,38.0,0.1,17.7,255.0,0.62,399.0,59.4,15.6,8.5,70.8,77.8
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),chat,llamacpp,dual_tensor,30.4,548.0,0.98,30.4,36.0,0.11,30.4,292.0,0.55,684.0,50.9,12.2,11.6,144.0,152.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,ollama,auto,17.5,2651.0,0.77,17.5,2493.0,0.81,17.5,2572.0,0.79,393.5,58.6,12.2,12.0,97.7,123.3
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,single0,5.0,450.0,4.52,5.0,10.0,0.41,5.0,230.0,2.46,112.4,16.7,14.1,0.3,4.4,5.4
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,single1,5.0,293.0,6.95,5.0,9.0,0.43,5.0,151.0,3.69,112.1,16.7,1.0,13.5,41.3,155.8
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,dual,17.6,756.0,2.69,17.6,38.0,0.1,17.6,397.0,1.4,396.3,59.0,12.4,12.0,98.9,145.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,dual_21,17.6,747.0,2.72,17.5,41.0,0.1,17.5,394.0,1.41,394.8,58.8,15.9,8.5,70.7,111.1
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),rag,llamacpp,dual_tensor,30.0,615.0,3.3,29.9,35.0,0.11,30.0,325.0,1.71,675.1,50.2,13.2,11.6,145.9,153.2
2026-07-04_19-54-28_run-all.log,qwen3.6-27b-q6  —  Qwen3.6 27B (Q6_K),longdoc,ollama,auto,17.3,5017.0,0.8,17.3,4868.0,0.83,17.3,4943.0,0.82,388.7,57.8,13.3,12.0,96.8,118.7
