id,ollama_tag,backend,gpu_config,ok,error,load_time_s,decode_tok_per_s,prompt_tok_per_s,ttft_s,n_generated,peak_vram_mib,gguf_size_gb,bandwidth_gb_s,bandwidth_pct
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,chat,0,True,,7.4241086,22.62303962856787,793.4835486253438,0.679332,512,"{0: 11989.71484375, 1: 9778.09765625}",119.403,92.19338613861386,16.817244384,380.4571861425424,56.61565269978309
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,chat,0,True,,,9.88017827307419,193.28631063938766,0.8534925,512,"{0: 16042.65234375, 1: 261.0}",5.496,4.780753623188406,16.817244384,166.15737257577572,24.725799490442814
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,chat,0,True,,,9.846556809207202,125.34278978157181,1.2875315,512,"{0: 2657.48046875, 1: 13940.09765625}",95.689,66.24874641148325,16.817244384,165.59195220137676,24.6416595537763
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,chat,0,True,,,22.859393110238834,382.0363818857349,0.423964,512,"{0: 11624.98046875, 1: 9768.09765625}",113.225,98.50021111111111,16.817244384,384.4320004048123,57.20714291738278
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,chat,0,True,,,22.827882688194432,392.7277345194948,0.40914849999999997,512,"{0: 14137.5703125, 1: 7152.09765625}",91.334,73.40112222222221,16.817244384,383.9020819366486,57.128286002477466
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,chat,0,True,,,37.3844771981132,309.1482741067353,0.5183585,512,"{0: 11729.453125, 1: 9308.09765625}",147.275,138.59794642857142,16.817244384,628.7038892087453,46.7785631851745
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,rag,0,True,,7.4527343,22.451930016445825,2949.7189854376,0.688899,1024,"{0: 11699.34765625, 1: 9778.09765625}",101.462,96.31923560209424,16.817244384,377.57959397903454,56.18743958021347
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,rag,0,True,,,9.662440025392883,319.46391055285363,1.759254,1024,"{0: 16088.4140625, 1: 264.09765625}",22.508,4.889011848341232,16.817244384,162.49561525277525,24.180895126901078
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,rag,0,True,,,9.590881369620902,235.26149928551683,2.3728309999999997,1024,"{0: 2547.6015625, 1: 13966.09765625}",156.588,66.1387465116279,16.817244384,161.29219585086733,24.00181485876002
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,rag,0,True,,,22.658978456621682,451.2191611430753,1.2280965000000001,1024,"{0: 11303.76953125, 1: 9794.09765625}",170.351,99.04182513661202,16.817244384,381.06157819679794,56.705591993571126
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,rag,0,True,,,22.648389803098937,448.5663432986316,1.2361805,1024,"{0: 13806.34765625, 1: 7178.09765625}",112.946,73.2476393442623,16.817244384,380.8835062228084,56.679093187917914
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,rag,0,True,,,37.337299962141785,352.5933087648903,1.5743375000000002,1024,"{0: 11293.19140625, 1: 9350.09765625}",148.724,141.3080956521739,16.817244384,627.9104981020523,46.71953110878365
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,longdoc,0,True,,7.1071344,22.251932946866933,5630.951330635037,0.7171215,1024,"{0: 11403.3828125, 1: 9778.09765625}",113.729,95.52938541666667,16.817244384,374.2161943838425,55.686933688071804
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,longdoc,0,True,,,9.180605958326257,654.8099142981425,4.6638695,1024,"{0: 16096.33203125, 1: 261.0}",5.626,4.710010940919037,16.817244384,154.39249399437918,22.97507351106833
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,longdoc,0,True,,,9.397715102341005,462.3596834626029,6.548589999999999,1024,"{0: 2466.40625, 1: 13968.09765625}",161.552,66.95059471365639,16.817244384,158.04367152727625,23.518403501082773
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,longdoc,0,True,,,22.43444113734971,868.3070405763701,3.4913050000000005,1024,"{0: 11476.80859375, 1: 9796.09765625}",168.519,98.4248756476684,16.817244384,377.285479225273,56.143672503760854
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,longdoc,0,True,,,22.3640894216365,866.192301694749,3.5044855000000004,1024,"{0: 14154.46484375, 1: 7180.09765625}",141.249,72.55823195876289,16.817244384,376.1023572292902,55.96761268293009
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,longdoc,0,True,,,37.124400396752335,676.7644725588912,4.489814,1024,"{0: 11476.19921875, 1: 9350.09765625}",148.581,136.86864285714287,16.817244384,624.3301140816505,46.45313348821804
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,code,0,True,,7.5107138,22.574168431737185,1153.0709340551593,0.131823,1024,"{0: 11203.98046875, 1: 9772.09765625}",101.44,96.0018244680851,16.817244384,379.63530728210225,56.493349297931886
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,code,0,True,,,9.733572723688518,105.5098578074511,0.5156735,1024,"{0: 15953.2421875, 1: 261.0}",5.578,4.6816135265700485,16.817244384,163.6918712237063,24.358909408289627
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,code,0,True,,,9.795287411855131,49.48254934130422,1.0374295,1024,"{0: 2397.6328125, 1: 13966.09765625}",70.29,65.67961594202899,16.817244384,164.7297422166866,24.51335449653074
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,code,0,True,,,22.877564892775986,257.2505492651779,0.20946399999999998,1024,"{0: 12129.9921875, 1: 9762.09765625}",101.988,99.2227231638418,16.817244384,384.73759971263246,57.25261900485602
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,code,0,True,,,22.838006177213515,269.48978922818026,0.19885550000000002,1024,"{0: 14193.171875, 1: 7146.09765625}",78.84,73.22289265536723,16.817244384,384.07233112550125,57.15362070319959
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,code,0,True,,,37.75305338642977,198.14352815759813,0.264326,1024,"{0: 11426.03125, 1: 9300.09765625}",148.832,143.0145,16.817244384,634.9023250417881,47.239756327514
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,chat,0,True,,9.2895373,17.532336095679653,694.8788483512117,0.7757179999999999,512,"{0: 13878.5234375, 1: 12244.09765625}",120.615,94.62560629921259,22.523238624,394.88498951916137,58.7626472498752
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single0,chat,0,True,,,5.010571857134089,162.5304109443011,1.0484605,512,"{0: 15657.2109375, 1: 261.0}",5.494,4.560601485148514,22.523238624,112.85430558092992,16.793795473352667
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single1,chat,0,True,,,4.919720819078185,67.78872545215529,2.3458500000000004,512,"{0: 2586.51953125, 1: 13762.09765625}",86.276,40.45964593301436,22.523238624,110.8080459715587,16.489292555291474
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual,chat,0,True,,,17.62870605424769,327.8449109782451,0.4888765,512,"{0: 14133.3203125, 1: 12234.09765625}",101.528,97.11832478632479,22.523238624,397.05555309217425,59.08564778157355
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_21,chat,0,True,,,17.622812878656084,333.27401478814716,0.4795055,512,"{0: 16255.90234375, 1: 8692.09765625}",81.064,69.8441452991453,22.523238624,396.92281969207136,59.06589578751061
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_tensor,chat,0,True,,,30.091937694347003,271.2290728560475,0.5881685,512,"{0: 13197.296875, 1: 11872.09765625}",151.266,141.09432857142855,22.523238624,677.7678933483179,50.429158731273645
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,rag,0,True,,10.1213533,17.38563485815672,2490.4805725060005,0.8159084999999999,1024,"{0: 13563.53125, 1: 12244.09765625}",115.714,97.53325819672132,22.523238624,391.5808025399962,58.270952758928004
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single0,rag,0,True,,,4.832544035311617,257.43941316706355,2.207516,1024,"{0: 15964.19140625, 1: 261.0}",5.613,4.399320619785459,22.523238624,108.84454246831145,16.19710453397492
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single1,rag,0,True,,,4.751544817370331,150.45241818922494,3.7068455,1024,"{0: 2504.34375, 1: 13788.09765625}",156.474,40.484746216530844,22.523238624,107.02017775426248,15.925621689622393
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual,rag,0,True,,,17.44283222901776,377.0216986369227,1.4713185,1024,"{0: 14357.36328125, 1: 12260.09765625}",167.085,98.25640928270042,22.523238624,392.86907257256485,58.462659609012626
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_21,rag,0,True,,,17.222793480182343,310.9516370557955,1.9194585,1024,"{0: 16263.5, 1: 8718.09765625}",139.725,69.08284647302905,22.523238624,387.91308732601834,57.72516180446702
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_tensor,rag,0,True,,,30.023410727902025,325.53770527171383,1.7067885,1024,"{0: 13135.58203125, 1: 11914.09765625}",153.803,145.99696453900708,22.523238624,676.2244441308989,50.31431875973949
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,longdoc,0,True,,10.0857904,17.27191868336098,5066.243483035752,0.798034,1024,"{0: 13338.953125, 1: 12244.09765625}",111.045,96.91150204081633,22.523238624,389.01954599966325,57.889813392807035
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single0,longdoc,0,True,,,4.705761072932905,515.4866353463615,5.9690035,1024,"{0: 15945.48046875, 1: 261.0}",5.411,4.419425799086758,22.523238624,105.98897955319809,15.772169576368764
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single1,longdoc,0,True,,,4.626830291067386,298.7647943519389,10.160348500000001,1024,"{0: 2802.125, 1: 13790.09765625}",166.403,41.16790859030837,22.523238624,104.21120271846212,15.507619452152102
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual,longdoc,0,True,,,17.263461031992804,740.9645056945385,4.0985285000000005,1024,"{0: 14060.08984375, 1: 12262.09765625}",170.363,97.16210000000001,22.523238624,388.82905229969924,57.86146611602667
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_21,longdoc,0,True,,,17.17637505243112,738.5373287114269,4.1229895,1024,"{0: 16274.7265625, 1: 8720.09765625}",144.033,69.258404,22.523238624,386.8675940012266,57.56958244065873
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_tensor,longdoc,0,True,,,29.411759218889742,632.7526290375351,4.820126500000001,1024,"{0: 12831.421875, 1: 11914.09765625}",151.589,140.55598076923076,22.523238624,662.4480712386855,49.289291014783146
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,code,0,True,,9.7982874,17.348066456645594,966.166040741246,0.157323,1024,"{0: 13388.34765625, 1: 12238.09765625}",102.348,97.14577593360997,22.523238624,390.7346404680389,58.14503578393436
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single0,code,0,True,,,4.993802713708243,64.57291793714796,0.8356615000000001,1024,"{0: 16009.92578125, 1: 261.0}",5.322,4.439330024813896,22.523238624,112.47661016202953,16.73759079792106
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single1,code,0,True,,,4.939995768656448,25.458086743191014,2.0408795,1024,"{0: 2339.20703125, 1: 13788.09765625}",60.632,40.374635365853656,22.523238624,111.2647034989995,16.557247544493972
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual,code,0,True,,,17.593603038019243,221.72183877934924,0.23992300000000003,1024,"{0: 14005.921875, 1: 12228.09765625}",101.929,98.17978260869565,22.523238624,396.2649194812388,58.96799397042244
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_21,code,0,True,,,17.197892391819686,192.4154415577337,0.281375,1024,"{0: 16267.6484375, 1: 8686.09765625}",72.649,68.00717872340425,22.523238624,387.3522341708289,57.64170151351621
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_tensor,code,0,True,,,30.151200052181782,182.82765550728823,0.285357,1024,"{0: 12866.16796875, 1: 11864.09765625}",152.95,146.33062222222222,22.523238624,679.1026735752515,50.52847273625384
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,ollama,auto,chat,0,True,,8.8057385,78.74823864528108,7682.761298136215,0.06963849999999999,512,"{0: 10571.98046875, 1: 9474.09765625}",83.056,65.85886111111111,16.947539744,1334.5889042108977,198.59953931709785
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single0,chat,0,True,,,57.55647574795158,859.8901061944831,0.7594385,512,"{0: 15375.97265625, 1: 261.0}",5.583,5.408736842105263,16.947539744,975.4406602629815,145.15486015818178
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single1,chat,0,True,,,55.53336896954198,393.5385259248793,1.353855,512,"{0: 1296.6015625, 1: 14356.09765625}",86.563,77.42054761904762,16.947539744,941.1539777295291,140.0526752573704
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual,chat,0,True,,,85.2850312935461,2350.5043296145686,0.2345375,512,"{0: 11127.35546875, 1: 9770.09765625}",89.601,80.58008,16.947539744,1445.3714574156563,215.0850383059012
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_21,chat,0,True,,,85.34538803849873,2419.431979224358,0.226735,512,"{0: 13871.26171875, 1: 6990.09765625}",72.453,68.05387999999999,16.947539744,1446.3943557495593,215.23725531987486
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_tensor,chat,0,True,,,95.50214288824273,1384.266131238462,0.389364,512,"{0: 11126.10546875, 1: 10312.09765625}",102.778,90.63378260869567,16.947539744,1618.5263622356606,120.42606861872476
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,ollama,auto,rag,0,True,,8.2866194,76.54407787891179,5043.152235605145,0.396184,1024,"{0: 10627.84765625, 1: 9486.09765625}",89.518,73.96428125,16.947539744,1297.233802020689,193.0407443483168
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single0,rag,0,True,,,54.5538714043561,682.8561462915542,0.7659739999999999,1024,"{0: 15434.85546875, 1: 261.0}",5.536,5.258103896103896,16.947539744,924.5539038143901,137.58242616285568
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single1,rag,0,True,,,52.406223421915044,551.5309303239795,0.9499675,1024,"{0: 1732.7890625, 1: 14364.09765625}",91.075,85.58875308641976,16.947539744,888.1565542758489,132.16615391009657
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual,rag,0,True,,,79.12049043494501,1537.9353827805448,0.34008949999999993,1024,"{0: 11424.33203125, 1: 9810.09765625}",97.965,84.28466037735848,16.947539744,1340.8976562110024,199.53834169806584
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_21,rag,0,True,,,78.78239493588103,1711.6224616950071,0.305942,1024,"{0: 14104.4140625, 1: 7030.09765625}",78.348,70.56305660377359,16.947539744,1335.167769303348,198.68567995585536
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_tensor,rag,0,True,,,91.90290681089479,904.9965676349179,0.5769405,1024,"{0: 11499.29296875, 1: 10478.09765625}",104.092,97.52025531914894,16.947539744,1557.5281657667679,115.8875123338369
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,ollama,auto,longdoc,0,True,,8.5360697,75.9201755864905,9517.270160078824,0.41893650000000004,1024,"{0: 10826.44140625, 1: 9486.09765625}",87.929,73.342265625,16.947539744,1286.6601931235064,191.46729064337893
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single0,longdoc,0,True,,,51.552321056063555,839.9168577304414,1.2270534999999998,1024,"{0: 15678.09765625, 1: 261.0}",5.497,5.13167469879518,16.947539744,873.6850099930851,130.01265029659007
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single1,longdoc,0,True,,,50.12314107996084,588.2903128849808,1.7616384999999999,1024,"{0: 1592.8828125, 1: 14366.09765625}",92.721,87.67629885057471,16.947539744,849.4639255467554,126.40832225398147
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual,longdoc,0,True,,,72.71354630809866,2064.652662409459,0.49887499999999996,1024,"{0: 11426.04296875, 1: 9812.09765625}",107.051,83.70405172413793,16.947539744,1232.3157159836865,183.38031487852479
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_21,longdoc,0,True,,,72.90159728064864,1966.0299169472123,0.5234725,1024,"{0: 14207.41796875, 1: 7032.09765625}",78.59,69.8043448275862,16.947539744,1235.5027173148753,183.85457102899932
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_tensor,longdoc,0,True,,,86.80672723143157,933.4603812895791,1.10182,1024,"{0: 11682.5, 1: 10484.09765625}",105.174,96.6224705882353,16.947539744,1471.1604598012536,109.46134373521232
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,ollama,auto,code,0,True,,8.3345829,82.10770510958275,2874.649527199859,0.056013,1024,"{0: 11065.70703125, 1: 9464.09765625}",84.742,74.58866101694915,16.947539744,1391.5235956332856,207.0719636359056
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single0,code,0,True,,,58.40679012051547,397.9254377658301,0.4996315,1024,"{0: 15760.82421875, 1: 261.0}",5.387,5.134915492957747,16.947539744,989.8513968869024,147.29931501293188
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,single1,code,0,True,,,55.44499967575419,161.05193739749723,0.981636,1024,"{0: 1671.9765625, 1: 14316.09765625}",88.859,81.82887012987014,16.947539744,939.6563356109112,139.8298118468618
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual,code,0,True,,,85.77247280336267,1157.2109361226605,0.14942100000000003,1024,"{0: 11493.32421875, 1: 9762.09765625}",86.976,83.83314583333333,16.947539744,1453.632391776148,216.31434401430772
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_21,code,0,True,,,86.11847923614647,1248.2399749174647,0.135747,1024,"{0: 14257.85546875, 1: 6982.09765625}",73.766,71.22220833333334,16.947539744,1459.496349547431,217.1869567778915
gemma4-26b-moe-q4,eval/gemma4-26b-moe-q4,llamacpp,dual_tensor,code,0,True,,,96.90517806906112,813.3136957192337,0.200088,1024,"{0: 11425.85546875, 1: 10272.09765625}",102.75,96.13641860465117,16.947539744,1642.3043567248105,122.1952646372627
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,ollama,auto,chat,0,True,,8.8973741,96.14897867761721,11155.546186647538,0.048326999999999995,512,"{0: 13185.85546875, 1: 11238.09765625}",84.912,65.32535483870967,22.134528992,2128.212356090908,316.6982672754327
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single0,chat,0,True,,,66.28398897005471,172.45809716896142,1.091808,512,"{0: 15671.85546875, 1: 261.0}",5.298,5.141628571428571,22.134528992,1467.1648755630843,218.32810648260184
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single1,chat,0,True,,,58.654788778999134,81.92803474455077,2.5681715,512,"{0: 1894.484375, 1: 14248.09765625}",83.288,65.21366666666667,22.134528992,1298.2961227483927,193.1988277899394
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual,chat,0,True,,,100.98987079509708,682.5218955497957,0.233427,512,"{0: 13183.23046875, 1: 11182.09765625}",88.312,81.10295454545455,22.134528992,2235.3632230124103,332.6433367577992
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_21,chat,0,True,,,98.58264609220389,617.8809220966623,0.2839465,512,"{0: 16230.40234375, 1: 7596.09765625}",70.803,61.38186363636364,22.134528992,2182.0804380359623,324.71435089820864
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_tensor,chat,0,True,,,118.80053412100654,751.4198065684784,0.2205485,512,"{0: 12635.02734375, 1: 11474.09765625}",102.152,91.46684210526315,22.134528992,2629.5938667665046,195.65430556298398
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,ollama,auto,rag,0,True,,8.9617528,95.31210059110774,4541.812189588443,0.4478045,1024,"{0: 13219.37109375, 1: 11248.09765625}",86.576,74.17498113207547,22.134528992,2109.6884538222944,313.9417341997462
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single0,rag,0,True,,,63.814280302838625,464.818559640614,1.2239654999999998,1024,"{0: 15788.68359375, 1: 261.0}",5.724,5.3757794117647055,22.134528992,1412.4990374667962,210.19330914684468
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single1,rag,0,True,,,60.15037975478715,355.19054847284224,1.5916464999999997,1024,"{0: 1812.921875, 1: 14274.09765625}",85.164,78.90198648648649,22.134528992,1331.4003245621461,198.12504829793843
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual,rag,0,True,,,99.82062041726138,1415.0835225480857,0.3929995,1024,"{0: 13309.16015625, 1: 11208.09765625}",105.33,86.97853488372093,22.134528992,2209.4824166252993,328.79202628352664
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_21,rag,0,True,,,98.46903755017678,532.439386021251,1.0433085,1024,"{0: 16247.70703125, 1: 7622.09765625}",70.532,64.14623913043478,22.134528992,2179.5657664687246,324.34014381975066
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_tensor,rag,0,True,,,120.36467879931018,1112.2746527712252,0.5036585,1024,"{0: 12591.55078125, 1: 11594.09765625}",101.79,94.23102777777778,22.134528992,2664.215472496099,198.23031789405502
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,ollama,auto,longdoc,0,True,,8.9858824,94.99423359855041,9043.708600898535,0.44665,1024,"{0: 12806.92578125, 1: 11248.09765625}",94.402,74.29416981132076,22.134528992,2102.6526176599345,312.8947347708236
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single0,longdoc,0,True,,,65.97629733359372,1474.1998308539005,2.431183,1024,"{0: 15326.55078125, 1: 261.0}",5.475,5.253676056338028,22.134528992,1460.3542661152426,217.31462293381588
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single1,longdoc,0,True,,,61.22969711146142,713.5856073912607,4.2936119999999995,1024,"{0: 1321.453125, 1: 14276.09765625}",97.712,78.60972619047618,22.134528992,1355.2905058850215,201.68013480431867
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual,longdoc,0,True,,,100.18147648182435,3010.800158085957,1.013499,1024,"{0: 12806.55078125, 1: 11210.09765625}",98.206,85.80888888888889,22.134528992,2217.4697956483074,329.9806243524267
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_21,longdoc,0,True,,,99.34457226626992,3068.856424466422,0.9923930000000001,1024,"{0: 16230.01953125, 1: 7624.09765625}",80.494,68.217,22.134528992,2198.945315025591,327.2240052121415
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_tensor,longdoc,0,True,,,119.27975191166996,2248.2753489623237,1.3519824999999999,1024,"{0: 12582.64453125, 1: 11596.09765625}",102.823,94.877125,22.134528992,2640.201126847426,196.4435362237668
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,ollama,auto,code,0,True,,8.6052149,97.24406505527125,3202.9335115356253,0.0474565,1024,"{0: 12759.67578125, 1: 11234.09765625}",85.442,72.35735294117647,22.134528992,2152.4515772658356,320.3052942359874
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single0,code,0,True,,,66.70391862904698,109.51365322959857,0.6477135,1024,"{0: 15260.48828125, 1: 261.0}",5.454,5.19675,22.134528992,1476.4598207746492,219.7112828533704
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single1,code,0,True,,,61.92069453278293,73.2343028417018,0.9379544999999999,1024,"{0: 1281.984375, 1: 14244.09765625}",85.027,78.32549999999999,22.134528992,1370.5854083406598,203.95616195545534
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual,code,0,True,,,102.80138525387815,465.2002403965628,0.1113085,1024,"{0: 12746.08203125, 1: 11178.09765625}",90.929,85.772625,22.134528992,2275.460242319727,338.6101551071023
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_21,code,0,True,,,99.97117631139409,306.45258769580346,0.18896949999999998,1024,"{0: 16213.42578125, 1: 7592.09765625}",69.662,65.39916666666666,22.134528992,2212.814900428896,329.2879316114429
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_tensor,code,0,True,,,118.94104589374636,377.1245751532453,0.142737,1024,"{0: 12453.30078125, 1: 11446.09765625}",99.841,92.13331428571429,22.134528992,2632.7040286739316,195.88571641919134
gemma4-31b-q5,eval/gemma4-31b-q5,ollama,auto,chat,0,True,,9.655894,17.258881185057007,719.9759666797513,0.743081,512,"{0: 15177.82421875, 1: 13486.09765625}",114.463,91.19787596899225,21.890427904,377.8042942851925,56.220877125772695
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single0,chat,0,True,,,4.326672385860348,281.7840543060036,1.8980534999999998,512,"{0: 16149.90625, 1: 261.0}",5.125,4.536505285412262,21.890427904,94.71270992690363,14.094153262932089
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single1,chat,0,True,,,4.197127625086252,105.06776483835623,5.062462999999999,512,"{0: 2454.015625, 1: 14350.09765625}",81.222,35.403948,21.890427904,91.87691968083735,13.672160666791273
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual,chat,0,True,,,17.319040731051448,644.0580297229046,0.8278285000000001,512,"{0: 16108.05859375, 1: 14962.09765625}",113.778,99.90285,21.890427904,379.12121248952116,56.416847096654934
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual_21,chat,0,False,"llama-server crashed (exit 3221225477).
",,,,,,,,,,,
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual_tensor,chat,0,True,,,28.90443484537606,567.1055512342123,0.938318,512,"{0: 16183.703125, 1: 14962.09765625}",153.061,145.59163513513514,21.890427904,632.73044708857,47.0781582655186
gemma4-31b-q5,eval/gemma4-31b-q5,ollama,auto,rag,0,True,,11.0419538,16.73258469135294,2152.513603693392,0.9282275,1024,"{0: 14658.15625, 1: 13486.09765625}",118.398,96.70767588932807,21.890427904,366.2834388336356,54.50646411214816
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single0,rag,0,True,,,4.108528529393501,243.08885916260272,2.1883630000000003,1024,"{0: 16186.44921875, 1: 261.0}",5.617,4.617281092012133,21.890427904,89.93744756421557,13.383548744674936
